;question
1593;prend actuellement NOM_DE_MEDICAMENT aimerais tout abord savoir comment passer NOM_DE_MEDICAMENT
1594;NOM_DE_MEDICAMENT bien toléré
1595;docteur prescris déanxit angoisse fini boite voulais savoir si pouvais boire thé NOM_DE_MEDICAMENT
1596;oublié pilulle jeudi soir donc prit 2 vendredi aujourd hui samedi saignement alors NOM_DE_MEDICAMENT plaquette termine vendredi prochain que faire
1597;voulu savoir si fait prendre cérazette pouvait entrainer prise poid
1598;bonjour arrêter prendre NOM_DE_MEDICAMENT contre indication pilule recherche médicament effet similaire déprime légère mal anxiété trop sédatif quelqu connait acheté houblon essayer plus anxiolytique quelqu NOM_DE_MEDICAMENT déjà essayé quel effet ça fait merci avance bientôt
1599;une pharmacienne hôpital instruction armées saint anne souhaite savoir si flacon NOM_DE_MEDICAMENT resté environ 1h30 entre 8 c 25 c après reconstitution toujours utilisable
1600;savais possible faire plusieurs NOM_DE_MEDICAMENT jour combien temps doit attendre entre vaccinations différentes
1601;comment arrêter méthadone
1602;quel prix générique biogaran mercilon
1603;pourquoi utiliser NOM_DE_MEDICAMENT
1604;prends pilule NOM_DE_MEDICAMENT depuis plusieurs mois maintenant mois ci règles très très peu abondantes ça déjà arrivé auparavant signe grossesse
1605;si veux NOM_DE_MEDICAMENT agisse plus vite éfficacit meilleur enchainant 2 plakettes
1606;bonjour viens faire mettre hier sterilet celui NOM_DE_MEDICAMENT autre outre fait fait malaise peur avoir fait erreur lisant toutes les conséquences prise poids acné pris pendant années pilule si supportais bien cela veut dire genre stérilet merci réponses
1607;NOM_DE_MEDICAMENT voyage avion
1608;NOM_DE_MEDICAMENT allaitement
1609;NOM_DE_MEDICAMENT corticoide hesite NOM_DE_MEDICAMENT donner NOM_DE_MEDICAMENT fils aui aussi sous traitement homeo corticoide annule vraiment les effets granules homeopathiques aimerai reponse avisee si possible non simples avis sujet merci pr reponses aide
1610;mes nausées elles causées NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
1611;je prend NOM_DE_MEDICAMENT régulièrement viens apprendre enceinte est grave
1612;NOM_DE_MEDICAMENT contre indication NOM_DE_MEDICAMENT
1613;celle fait les vaccins obligatoires chez medecin non pmi ils remboursé 100
1614;pourrais faire malaise prenant NOM_DE_MEDICAMENT
1615;NOM_DE_MEDICAMENT combien NOM_DE_MEDICAMENT flacon
1616;viens prendre première fois pilule NOM_DE_MEDICAMENT gé aimerai savoir quand prend effet
1617;cb tps prendre NOM_DE_MEDICAMENT
1618;NOM_DE_MEDICAMENT donnée NOM_DE_MEDICAMENT soigné après fièvre apparition petit bouton ils effets secondaires
1619;prise poids NOM_DE_MEDICAMENT normal
1620;sous cérazette non stoop depuis juin 08 règles très douloureuse mal seins mal bas ventre pertes blanches dois inquieter
1621;lutéran pdt 20 21jours
1622;NOM_DE_MEDICAMENT priopix meme chose
1623;liphanltyl apporte problèmes
1624;grossesse après retrait stérilet NOM_DE_MEDICAMENT
1625;NOM_DE_MEDICAMENT entraine eczema
1626;le NOM_DE_MEDICAMENT efficace contre les crampes
1627;aimerais savoir si quelq NOM_DE_MEDICAMENT déjà pris NOM_DE_MEDICAMENT combattre timidité
1628;viens prendre 10 europhytose calmer dépression grave
1629;que faire cas surdosage NOM_DE_MEDICAMENT
1630;quelle durée effet NOM_DE_MEDICAMENT
1631;le NOM_DE_MEDICAMENT b6 express porte mention convient femme enceinte allaitante est savez justifie cette restriction
1632;48h après 2nd rappel NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT fièvre accompagnée rhume toux quelqu NOM_DE_MEDICAMENT symptomes similaires suite NOM_DE_MEDICAMENT vaccination
1633;aimé savoir si NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT contre les boutons dangereuse cas tomberais enceinte
1634;NOM_DE_MEDICAMENT grippe enfant
1635;NOM_DE_MEDICAMENT quoi sert NOM_DE_MEDICAMENT 35
1636;NOM_DE_MEDICAMENT peut parler effets concrets
1637;les saignements sous NOM_DE_MEDICAMENT ils légion
1638;quand prescrire NOM_DE_MEDICAMENT
1639;quelle indication prescription NOM_DE_MEDICAMENT spéciafoldine
1640;peut délivrer NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT ordonnance classique patient
1641;que conseiller patient constipé dépasse dose max NOM_DE_MEDICAMENT quotidienne
1642;NOM_DE_MEDICAMENT combien NOM_DE_MEDICAMENT jour
1643;patiente NOM_DE_MEDICAMENT subi greffe poumons octobre 2016 entre maison rééducation encore sous oxygène besoin conseils lèvres gercées car peut appliquer corps gras peux donner
1644;NOM_DE_MEDICAMENT insomnie toujours
1645;existe svp solutions retrouver libido normale malgré prise ad anxios
1646;la prise continue NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT peut rendre personne plus fatiguée
1647;effets secondaires après prise NOM_DE_MEDICAMENT
1648;effets secondaires NOM_DE_MEDICAMENT
1649;quels les différents effets indésirables NOM_DE_MEDICAMENT
1650;NOM_DE_MEDICAMENT 0 25 dependance
1651;reprise adépal
1652;NOM_DE_MEDICAMENT quelles effets secondaires
1653;NOM_DE_MEDICAMENT entraine requiem for NOM_DE_MEDICAMENT dream
1654;stérilet NOM_DE_MEDICAMENT nt380 depuis 6mois pris pdt 3 jours NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT perte effet
1655;quel NOM_DE_MEDICAMENT contre papilloma virus
1656;prend NOM_DE_MEDICAMENT depuis 1 mois demi ressens effets indésirables peux arreter plein milieu plaquette
1657;quel NOM_DE_MEDICAMENT interdit cas prise NOM_DE_MEDICAMENT
1658;NOM_DE_MEDICAMENT renseignement
1659;NOM_DE_MEDICAMENT quel plan prise
1660;faut adapter les doses NOM_DE_MEDICAMENT cas insuffisance rénale
1661;le NOM_DE_MEDICAMENT provoque angoisses
1662;savez si peux cumuler 2 plaquette NOM_DE_MEDICAMENT sans interruption but avoir regles
1663;allergie NOM_DE_MEDICAMENT mylan
1664;si allergique NOM_DE_MEDICAMENT peut prendre NOM_DE_MEDICAMENT
1665;NOM_DE_MEDICAMENT librax
1666;est naproxène sodique eg contient cortisone
1667;fait poser stérilet NOM_DE_MEDICAMENT 10 jours douleurs légers saignements quelqu pourrait dire si normal
1668;combien temps dure effet secondaire NOM_DE_MEDICAMENT
1669;avez déjà déagréements sous NOM_DE_MEDICAMENT gé lesquels
1670;NOM_DE_MEDICAMENT quoi sert NOM_DE_MEDICAMENT POSOLOGIE
1671;connaissez dépamide
1672;NOM_DE_MEDICAMENT fatigue foie pensez
1673;faite vaccinée contre grippe petite allergie sens quand endors comme si perdais connaissance faire
1674;cycle risque être modifié NOM_DE_MEDICAMENT cause retard pilule NOM_DE_MEDICAMENT gé
1675;NOM_DE_MEDICAMENT coupe faim
1676;vu neuro NOM_DE_MEDICAMENT mise sous NOM_DE_MEDICAMENT demande si dois prendre matin midi
1677;NOM_DE_MEDICAMENT antipsychotique
1678;bonjour décidé arreter prendre NOM_DE_MEDICAMENT prenais jour premiere semaine cahotique impression être toujours fatigué pris vertiges dés tourne tete fait impression yeux arrivent NOM_DE_MEDICAMENT suivre mouvement tete invivable donne impression etre toujours énervé normal effets vont ils estompés merci réponses
1679;le comprimé NOM_DE_MEDICAMENT sécable
1680;enceinte sous traitement NOM_DE_MEDICAMENT POSOLOGIE
1681;NOM_DE_MEDICAMENT existe suisse
1682;NOM_DE_MEDICAMENT médicaments pourrait nuire fonctionnement pilule
1683;souffrant régulièrement insomnie utilise depuis quelque temps quieta marque dolisos quelqu connait produit
1684;pris NOM_DE_MEDICAMENT ovules NOM_DE_MEDICAMENT quinze jours presque sure etre enceinte mauvais embryon
1685;bonjour dormi NOM_DE_MEDICAMENT deux jours chez copain plusieurs rapports non protégés soir dors chez oublié pilule puis prendre celle amie prend NOM_DE_MEDICAMENT alors prends leelo gé faire si non
1686;quelqu NOM_DE_MEDICAMENT informations les effets secondaire NOM_DE_MEDICAMENT chirurgie ambulatoire
1687;pren NOM_DE_MEDICAMENT 3 foi jour désir avoir bébé ds lannée risqué bébé
1688;combien temps faut NOM_DE_MEDICAMENT fasse effet
1689;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT associables
1690;NOM_DE_MEDICAMENT 20 pillule
1691;est NOM_DE_MEDICAMENT POSOLOGIE comprimés peut provoquer prise poids
1692;le NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT mélangé autres vaccins
1693;sous NOM_DE_MEDICAMENT POSOLOGIE voudrais savoir si possible prendre les POSOLOGIE seule prise soir
1694;prend pillule bélara depuis environ 1 an court cette période pris 10 kilos quelqu NOM_DE_MEDICAMENT deja ete dan smon cas cette pillule kilos ils facil NOM_DE_MEDICAMENT perdrent suite
1695;que faire si patient sous NOM_DE_MEDICAMENT présente transaminases supérieures 3 fois normale
1696;effets indesirables NOM_DE_MEDICAMENT
1697;NOM_DE_MEDICAMENT prend continu
1698;NOM_DE_MEDICAMENT cadron corticoïde antibiotique local sous forme NOM_DE_MEDICAMENT doit être utilisé si plaie les paupières
1699;fille devrait arrêter NOM_DE_MEDICAMENT comment doit prendre coup très très doucement
1700;NOM_DE_MEDICAMENT quoi sert donc NOM_DE_MEDICAMENT
1701;jai arreter pilule semaine derniere regles reprise mercredi jeudi mé completemen zappé vendredi samedi dimanche jai rapport non proteger quels les risque
1702;pour NOM_DE_MEDICAMENT jai doute nouvelle législation si posologie 2 jour pendant 28j donne 4 boites
1703;NOM_DE_MEDICAMENT débuter POSOLOGIE
1704;posologie journalière amoxicillin POSOLOGIE 2 comprimées
1705;mari souffre urticaire prend anti histaminique or aimerait essayer homéopathie que peut prendre
1706;veux prendre ths prend poids ths
1707;prend NOM_DE_MEDICAMENT 5 plus regles qi contraceptif
1708;psychiatre vient baisser NOM_DE_MEDICAMENT 25 POSOLOGIE NOM_DE_MEDICAMENT POSOLOGIE toujours mémoire émotions normal
1709;pourquoi les indications mométasone teva celles NOM_DE_MEDICAMENT les mêmes
1710;changé générique pilule NOM_DE_MEDICAMENT 35 après changement pénétration devenue très douloureuse brulûre quelqu NOM_DE_MEDICAMENT déjà problème pilule pourrait etre origine
1711;rapport non protégé vendredi oublié prendre pilule vendredi samedi donc 2 oubli mais dimanche matin pris les 2 pilules oublié est NOM_DE_MEDICAMENT risque grossesse
1712;peut délivrer NOM_DE_MEDICAMENT patient cas légère douleur oreille
1713;souffre problèmes bénins tres persistants barbe les docteurs aucune utilité alors cherche réponse ailleurs pistes suivre importe quoi puisse aider
1714;quelle dose maximale NOM_DE_MEDICAMENT
1715;pointe côté gauche sous NOM_DE_MEDICAMENT implanon
1716;NOM_DE_MEDICAMENT autres NOM_DE_MEDICAMENT risque dependance
1717;voulu enchainé deux plaquettes NOM_DE_MEDICAMENT pris seul comprimé blanc avant enchainer deuxième plaquette donc règles 4jrs après rapports non protégés risques tomber enceinte
1718;prix cycléane 20
1719;NOM_DE_MEDICAMENT elma fiche
1720;puis réutiliser voltarène NOM_DE_MEDICAMENT ouvert NOM_DE_MEDICAMENT 2 mois
1721;toujours rhume quelqu pourrait aider
1722;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT beaucoup différences entre prendre POSOLOGIE jour POSOLOGIE
1723;commençant plaquette NOM_DE_MEDICAMENT commencé comprimé jaune numéro 7 1 faire maintenant
1724;le NOM_DE_MEDICAMENT quoi
1725;sous cérazette fais 1 ans plus régle aujourd hui perds saletéees marrons peu sang celà peu venir
1726;quelles les mesures précautions nécessaires sous NOM_DE_MEDICAMENT rapport risque agranulocytose
1727;effets secondaires NOM_DE_MEDICAMENT
1728;gygy prescrit NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT prendre 7ème jour cycle sais si dois prendre 2eme boite apres autre attendre nouveau cycle
1729;NOM_DE_MEDICAMENT utilisé anxiété généralisée
1730;séroplex empèche dormir
1731;NOM_DE_MEDICAMENT périmé risques
1732;prescris antibiotique NOM_DE_MEDICAMENT ke cet antibiotique conserver frigidaire
1733;NOM_DE_MEDICAMENT hypertension artérielle
1734;NOM_DE_MEDICAMENT hoquet peut être provoqué lozazepam
1735;sous pilule qlaira connaissez cette pilule
1736;souffre rage dent peux prendre NOM_DE_MEDICAMENT antalvic
1737;déjà commencé chemin phyto pris gemmothérapie essaye aussi les huiles essentielles autres pistes
1738;utilise pilule NOM_DE_MEDICAMENT si bien compris lisant autres posts si veux enchainer deux mois suite sans avoir rêgles suffit après dernier comprimé plaquette prenne comprimé 21 nouvelle lendemain fin premiere puis apres continue sens décroissant 21 20 19 5 4 3 2 1 ensuite fin deuxieme pourrais faire nouveau pause 7 jours
1739;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT compatibles
1740;peux prendre NOM_DE_MEDICAMENT plus antidépresseur inhibiteur sérotonine noradrénaline remergon inefficace neuroleptique atypique NOM_DE_MEDICAMENT
1741;NOM_DE_MEDICAMENT aide mémoire
1742;quelle plante peut soulager vésicule biliaire
1743;pilule NOM_DE_MEDICAMENT prenez problème acné
1744;trouver NOM_DE_MEDICAMENT carbopol
1745;quelle forme galénique NOM_DE_MEDICAMENT biogaran
1746;j crises panique sous sertaline faire
1747;existe traitements substitution peut prendre NOM_DE_MEDICAMENT place NOM_DE_MEDICAMENT quand enceinte NOM_DE_MEDICAMENT visage suffit soigner acné quoi remplacer les produits amincissants
1748;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT sevrage
1749;NOM_DE_MEDICAMENT grossesse
1750;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT faire tous les combien temps
1751;devais reprendre plaquette oublié faut prendre précautions les jours venir
1752;prends chaque soir NOM_DE_MEDICAMENT mylan POSOLOGIE demander si doit prendre café
1753;NOM_DE_MEDICAMENT hta
1754;NOM_DE_MEDICAMENT chez asthmatique
1755;arrivée moitié plaquette NOM_DE_MEDICAMENT là vraiment règles duré 1 bonne semaine conclusion fini plaquette règles car les semaine dernière après peux enchaîner directement plaquette suivante avoir règles 3 semaine
1756;bonjour arrêtée pilule NOM_DE_MEDICAMENT car convenait but changer pilule arrêter 1 semaines avant fin quelques jours avant cette arrêt commencée avoir pertes style blanc œuf or jamais sous pilule plus encore règles 4j apres arrêt puis reprendre quand nouvelle pilule
1757;NOM_DE_MEDICAMENT grossesse
1758;NOM_DE_MEDICAMENT
1759;normal perdre poids NOM_DE_MEDICAMENT
1760;puis appliquer NOM_DE_MEDICAMENT seins
1761;qu NOM_DE_MEDICAMENT
1762;quelle forme galénique NOM_DE_MEDICAMENT
1763;NOM_DE_MEDICAMENT antibiotique
1764;NOM_DE_MEDICAMENT allergie
1765;fille prend NOM_DE_MEDICAMENT dde pourwquoi mis corticoide médic NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT rapport corticoide
1766;souffre anxiété généralisée demande si les NOM_DE_MEDICAMENT bloquant peuvent réduire cet état anxiété psychique physique complément ad
1767;oublié prendre pilule NOM_DE_MEDICAMENT alors rapport non protégé risque immense
1768;interactions entre paroxétine paracétamol
1769;quelle classe pharmacologique amitriptyline
1770;je prends NOM_DE_MEDICAMENT hypertension artérielle troisième grossesse NOM_DE_MEDICAMENT risque
1771;combien temps rester sous NOM_DE_MEDICAMENT acné
1772;NOM_DE_MEDICAMENT NOM_DE_MEDICAMENT
1773;ça existe NOM_DE_MEDICAMENT homéopathique
1774;quelles huiles essentielles peut utiliser chez patients épileptiques comme répulsif moustique sans contre indication
1775;sous ludéal gé depuis environ 1 an constaté baisse libido conseillez
1776;je sous NOM_DE_MEDICAMENT règles mois ci normal
1777;peut parler NOM_DE_MEDICAMENT
1778;prends NOM_DE_MEDICAMENT générique NOM_DE_MEDICAMENT 35 trouve comprimé manquait donc pris tout donc arrêté pilule 24h avant repris 1er comprimé 7 jours après 8 jours après rapport non protégé environ 15 jours après reprise cette nouvelle plaquette protégée moment là
1779;rocéphine entraine retard règles
1780;NOM_DE_MEDICAMENT celà ferait tenir oeuf clair
1781;quels les effets indésirables NOM_DE_MEDICAMENT
1782;NOM_DE_MEDICAMENT listé
1783;bonsoir prend pilule NOM_DE_MEDICAMENT 20 h tous les soir aujourd hui pris NOM_DE_MEDICAMENT 2 h 30 donc 6 h 30 apres donc risque rien pilule NOM_DE_MEDICAMENT tolere 12 heures demain peux reprendre NOM_DE_MEDICAMENT 20 h donc 6 h 30 avance rapport NOM_DE_MEDICAMENT hier pris NOM_DE_MEDICAMENT 2 h 30 quand dise 12 heures rapport NOM_DE_MEDICAMENT prise habituel 12 heures prise veille donc hier 2 h 30 habituel quand decalage donc 20 heures si prend 6 h 30 avant prise veille bon si prend exempls 15 heures avant prise habituel marche merci explqier
1784;NOM_DE_MEDICAMENT levure grossesse danger
1785;NOM_DE_MEDICAMENT angoisse aussi
1786;NOM_DE_MEDICAMENT prise soir
1787;prenais NOM_DE_MEDICAMENT france maintenant vis NOM_DE_MEDICAMENT dubai existe til homologue international autre nom
1788;NOM_DE_MEDICAMENT remplacable practon
1789;lutéran 10 chez femme ménopausée
1790;voulais savoir si NOM_DE_MEDICAMENT comme effet secondaire somnolence
1791;comment dois faire lavement NOM_DE_MEDICAMENT
1792;homéopathie nausées grossesse
1793;NOM_DE_MEDICAMENT fibrome
1794;quoi remplacer NOM_DE_MEDICAMENT
1795;NOM_DE_MEDICAMENT partir quand pilule NOM_DE_MEDICAMENT fait effet
1796;demande comment NOM_DE_MEDICAMENT dont principe actif alpha amylase les deux autres medicaments partage pricipe actif peut avoir effet les maux gorge
1797;NOM_DE_MEDICAMENT homéopathie prise charge sécu
1798;commencé premiere plaquette adépal mois ci théoriquement devrais faire pause 7 jours aujourd hui comme souhaite avoir règles semaine prochaine demande vaut mieux enchainer 2è plaquette
1799;NOM_DE_MEDICAMENT quoi
1800;est peux utiliser NOM_DE_MEDICAMENT mer ratiopharm périmée depuis 03 2013
1801;copine prend toute 1er fois pilule mercilon si règle tombe exemple lundi 7 prend pilule lundi 14
1802;NOM_DE_MEDICAMENT pharmacien souhaite savoir si NOM_DE_MEDICAMENT spiromax générique NOM_DE_MEDICAMENT turbuhaler
1803;je cherche référence pansement élastique doigt
1804;faut diluer NOM_DE_MEDICAMENT magnésium
